qr_or_mac,voltage_v,voltage_mv,category,status,percentage_estimate,pass_fail,rssi,comment,timestamp
CA:A9:5E:5D:93:B2,3.0,3000,NEW,GOOD,0,True,-61,RSSI -61 | Battery 3.0V,2025-09-19T22:22:11.828787Z
DC:4B:48:CB:F9:20,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:11.828787Z
D0:78:3C:F1:89:56,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:11.839825Z
D9:C7:C9:62:B6:EB,2.9,2900,GOOD,GOOD,70.0,True,-48,RSSI -48 | Battery 2.9V,2025-09-19T22:22:11.851259Z
CF:5A:C8:B2:ED:58,3.0,3000,NEW,GOOD,0,True,-56,RSSI -56 | Battery 3.0V,2025-09-19T22:22:11.856385Z
ED:8F:51:19:74:C5,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:11.871563Z
D6:44:7A:24:D5:3C,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:11.924262Z
E0:0F:EB:47:96:9B,2.9,2900,GOOD,GOOD,70.0,True,-64,RSSI -64 | Battery 2.9V,2025-09-19T22:22:11.941265Z
CA:62:AB:77:04:D5,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:12.028917Z
E9:D8:C0:ED:ED:B7,3.0,3000,NEW,GOOD,0,True,-55,RSSI -55 | Battery 3.0V,2025-09-19T22:22:12.034935Z
DD:2C:46:48:84:F1,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:12.061744Z
E6:F1:0F:B6:86:F7,3.0,3000,NEW,GOOD,0,True,-47,RSSI -47 | Battery 3.0V,2025-09-19T22:22:12.127949Z
D5:37:4C:A2:2F:CF,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:12.129778Z
F4:2F:9D:85:CA:7B,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:12.148781Z
F4:AF:71:D4:1C:AC,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.151777Z
CF:25:5B:65:37:2B,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:12.153872Z
C5:59:8C:73:2B:13,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:12.158100Z
FE:B9:6B:05:FE:86,2.9,2900,GOOD,GOOD,70.0,True,-44,RSSI -44 | Battery 2.9V,2025-09-19T22:22:12.169176Z
E6:9D:8A:D6:DD:26,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:12.240822Z
EB:0C:DD:70:AF:89,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:12.255054Z
E2:8B:3A:6A:EB:C9,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:12.260050Z
E5:DE:75:C2:97:C3,2.9,2900,GOOD,GOOD,70.0,True,-46,RSSI -46 | Battery 2.9V,2025-09-19T22:22:12.326435Z
E7:F4:42:5D:45:0C,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:12.331414Z
DE:0D:27:75:71:41,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.345949Z
C2:29:69:98:C5:6F,2.9,2900,GOOD,GOOD,70.0,True,-48,RSSI -48 | Battery 2.9V,2025-09-19T22:22:12.349980Z
D0:2E:FD:D7:FC:EA,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:12.433403Z
E0:3A:6F:56:74:E3,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:12.434465Z
D9:FC:46:51:07:A6,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:12.452915Z
D1:28:A4:0A:08:FD,2.9,2900,GOOD,GOOD,70.0,True,-49,RSSI -49 | Battery 2.9V,2025-09-19T22:22:12.458347Z
C7:75:BA:EB:38:11,2.9,2900,GOOD,GOOD,70.0,True,-64,RSSI -64 | Battery 2.9V,2025-09-19T22:22:12.461461Z
FA:CD:8C:B4:CD:65,2.9,2900,GOOD,GOOD,70.0,True,-66,RSSI -66 | Battery 2.9V,2025-09-19T22:22:12.526352Z
DC:E5:A9:55:12:BB,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:12.528414Z
D1:20:3E:B8:2C:FE,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:12.529974Z
CB:A5:96:C6:C4:56,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:12.531060Z
F4:6E:92:66:7F:A6,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:12.532983Z
C4:7A:FD:B8:FB:E0,2.9,2900,GOOD,GOOD,70.0,True,-49,RSSI -49 | Battery 2.9V,2025-09-19T22:22:12.537998Z
C3:BD:42:63:DA:FE,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.539009Z
C3:1B:90:67:44:51,2.9,2900,GOOD,GOOD,70.0,True,-65,RSSI -65 | Battery 2.9V,2025-09-19T22:22:12.562607Z
F3:3D:A7:02:44:B9,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:12.629472Z
CD:48:94:7B:ED:B1,2.9,2900,GOOD,GOOD,70.0,True,-50,RSSI -50 | Battery 2.9V,2025-09-19T22:22:12.639779Z
EA:2C:8B:2F:EA:C7,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:12.640785Z
F1:BB:03:65:DD:7E,3.0,3000,NEW,GOOD,0,True,-56,RSSI -56 | Battery 3.0V,2025-09-19T22:22:12.653774Z
D3:4F:0F:2C:06:17,2.9,2900,GOOD,GOOD,70.0,True,-46,RSSI -46 | Battery 2.9V,2025-09-19T22:22:12.724925Z
D1:D6:09:19:77:1E,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:12.729923Z
EE:56:FD:D1:7A:D3,2.9,2900,GOOD,GOOD,70.0,True,-46,RSSI -46 | Battery 2.9V,2025-09-19T22:22:12.731940Z
EE:E4:70:F1:85:1E,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.749687Z
D3:BB:ED:A9:1B:2A,2.9,2900,GOOD,GOOD,70.0,True,-61,RSSI -61 | Battery 2.9V,2025-09-19T22:22:12.761495Z
E0:55:60:6E:70:AA,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.773503Z
F2:E2:DD:09:53:D2,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.850471Z
C6:B9:98:9B:23:2A,2.9,2900,GOOD,GOOD,70.0,True,-43,RSSI -43 | Battery 2.9V,2025-09-19T22:22:12.924691Z
EE:1E:80:56:2C:5D,2.9,2900,GOOD,GOOD,70.0,True,-42,RSSI -42 | Battery 2.9V,2025-09-19T22:22:12.947429Z
D6:F2:76:E9:BC:7F,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:12.961406Z
F0:98:02:86:34:BE,2.9,2900,GOOD,GOOD,70.0,True,-47,RSSI -47 | Battery 2.9V,2025-09-19T22:22:13.025553Z
D8:75:A9:0D:A5:C8,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:13.054796Z
DC:15:7E:2A:3A:17,2.9,2900,GOOD,GOOD,70.0,True,-50,RSSI -50 | Battery 2.9V,2025-09-19T22:22:13.058795Z
D2:BD:03:0B:3E:46,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:13.073179Z
FD:BF:8B:7F:3F:80,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:13.126110Z
F2:86:6A:0C:32:1E,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:13.133382Z
F0:F6:43:76:04:27,2.9,2900,GOOD,GOOD,70.0,True,-64,RSSI -64 | Battery 2.9V,2025-09-19T22:22:13.143510Z
D0:2B:07:6E:29:10,2.9,2900,GOOD,GOOD,70.0,True,-50,RSSI -50 | Battery 2.9V,2025-09-19T22:22:13.160404Z
F4:B0:99:21:0D:85,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:13.225153Z
E5:CD:A6:85:08:15,2.9,2900,GOOD,GOOD,70.0,True,-50,RSSI -50 | Battery 2.9V,2025-09-19T22:22:13.226242Z
E3:F5:42:BD:02:21,2.9,2900,GOOD,GOOD,70.0,True,-44,RSSI -44 | Battery 2.9V,2025-09-19T22:22:13.227713Z
ED:E1:32:32:8A:0B,2.9,2900,GOOD,GOOD,70.0,True,-60,RSSI -60 | Battery 2.9V,2025-09-19T22:22:13.229744Z
DA:85:8B:08:99:89,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:13.233734Z
EB:CB:BE:B7:13:A9,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:13.241734Z
F7:40:53:C0:AE:02,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:13.272379Z
D4:EE:2D:F1:22:4E,2.9,2900,GOOD,GOOD,70.0,True,-61,RSSI -61 | Battery 2.9V,2025-09-19T22:22:13.273102Z
D4:A3:8D:ED:33:20,3.0,3000,NEW,GOOD,0,True,-56,RSSI -56 | Battery 3.0V,2025-09-19T22:22:13.436542Z
F5:89:81:F2:74:91,2.9,2900,GOOD,GOOD,70.0,True,-60,RSSI -60 | Battery 2.9V,2025-09-19T22:22:13.458542Z
D4:EE:E5:AF:27:66,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:13.459543Z
C4:C7:21:3A:94:04,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:13.526413Z
D9:08:65:5A:79:F2,2.9,2900,GOOD,GOOD,70.0,True,-45,RSSI -45 | Battery 2.9V,2025-09-19T22:22:13.528807Z
E6:ED:0B:0F:EB:52,3.0,3000,NEW,GOOD,0,True,-57,RSSI -57 | Battery 3.0V,2025-09-19T22:22:13.533066Z
FC:F1:7E:FC:F6:78,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:13.565015Z
ED:F2:BF:B7:7F:E9,2.9,2900,GOOD,GOOD,70.0,True,-48,RSSI -48 | Battery 2.9V,2025-09-19T22:22:13.631131Z
D7:6B:0F:1F:1B:E4,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:13.632441Z
C5:22:73:DA:3A:40,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:13.671138Z
FC:55:76:8B:A5:03,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:13.724864Z
E8:93:10:50:8E:16,3.0,3000,NEW,GOOD,0,True,-61,RSSI -61 | Battery 3.0V,2025-09-19T22:22:13.730864Z
EC:C3:FB:49:8D:17,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:13.750361Z
C9:61:80:BA:51:B3,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:13.826110Z
C6:78:EA:45:B0:A1,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:13.836964Z
E2:98:FE:1C:46:06,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:13.840960Z
F7:95:CA:A8:5E:35,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:13.853696Z
C3:BF:A0:2B:E4:76,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:13.859175Z
F0:84:D0:04:EA:EA,2.9,2900,GOOD,GOOD,70.0,True,-48,RSSI -48 | Battery 2.9V,2025-09-19T22:22:13.949064Z
F6:2C:94:16:5A:4D,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:13.956055Z
D5:88:49:4A:09:7C,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:13.961050Z
C0:23:EA:A4:F4:5A,2.9,2900,GOOD,GOOD,70.0,True,-63,RSSI -63 | Battery 2.9V,2025-09-19T22:22:13.968053Z
FE:D9:58:2B:BA:61,3.0,3000,NEW,GOOD,0,True,-46,RSSI -46 | Battery 3.0V,2025-09-19T22:22:14.027687Z
FB:CE:7A:40:68:24,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:14.039786Z
F0:B8:AF:DB:BE:39,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.045780Z
C7:34:23:FA:4D:85,2.9,2900,GOOD,GOOD,70.0,True,-60,RSSI -60 | Battery 2.9V,2025-09-19T22:22:14.059349Z
EB:5E:EE:38:8C:61,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:14.067754Z
EB:9E:A8:CB:53:78,2.9,2900,GOOD,GOOD,70.0,True,-68,RSSI -68 | Battery 2.9V,2025-09-19T22:22:14.068865Z
DE:A5:31:B6:15:8D,3.0,3000,NEW,GOOD,0,True,-50,RSSI -50 | Battery 3.0V,2025-09-19T22:22:14.141566Z
FE:FD:12:B3:44:35,2.9,2900,GOOD,GOOD,70.0,True,-64,RSSI -64 | Battery 2.9V,2025-09-19T22:22:14.144646Z
E6:25:F1:6C:45:2A,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:14.146661Z
E4:1A:A2:0D:AD:47,2.9,2900,GOOD,GOOD,70.0,True,-68,RSSI -68 | Battery 2.9V,2025-09-19T22:22:14.156582Z
D7:46:BB:07:07:7C,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:14.158725Z
F0:B6:FE:59:2F:0D,2.9,2900,GOOD,GOOD,70.0,True,-46,RSSI -46 | Battery 2.9V,2025-09-19T22:22:14.226350Z
D6:A7:2A:2C:EF:C7,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:14.241322Z
C8:5D:47:7C:AE:C7,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:14.243322Z
E8:75:AC:30:8A:50,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.245322Z
FB:23:A0:36:C1:F9,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.253155Z
D6:90:87:15:AD:E8,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:14.258162Z
C9:0C:69:30:91:46,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:14.340430Z
F1:1D:A3:94:C9:4C,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:14.348206Z
FC:AC:0E:92:E6:F7,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:14.365233Z
EB:F3:8B:75:94:B0,2.9,2900,GOOD,GOOD,70.0,True,-62,RSSI -62 | Battery 2.9V,2025-09-19T22:22:14.371262Z
D3:87:75:42:A1:05,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:14.434189Z
E5:09:72:82:48:82,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:14.438559Z
CB:6B:9F:68:6B:BD,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:14.448567Z
EA:24:92:62:6E:F1,2.9,2900,GOOD,GOOD,70.0,True,-65,RSSI -65 | Battery 2.9V,2025-09-19T22:22:14.465296Z
E9:2F:95:04:6C:B4,2.9,2900,GOOD,GOOD,70.0,True,-66,RSSI -66 | Battery 2.9V,2025-09-19T22:22:14.468312Z
D2:72:98:3F:DF:D3,3.0,3000,NEW,GOOD,0,True,-56,RSSI -56 | Battery 3.0V,2025-09-19T22:22:14.559953Z
E7:B4:15:43:DF:03,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:14.639967Z
F2:D0:E5:B2:D0:FB,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.655715Z
D5:1D:86:FB:5F:0F,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:14.658713Z
DE:E9:1C:D4:66:8C,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:14.660720Z
C2:F5:0A:0F:3A:03,2.9,2900,GOOD,GOOD,70.0,True,-60,RSSI -60 | Battery 2.9V,2025-09-19T22:22:14.664720Z
F3:A9:C1:AD:9F:1C,2.9,2900,GOOD,GOOD,70.0,True,-61,RSSI -61 | Battery 2.9V,2025-09-19T22:22:14.673236Z
E7:0B:1D:C7:AB:08,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:14.729230Z
F7:19:0D:48:F6:70,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:14.733103Z
C3:09:50:D9:5E:E5,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.744058Z
E8:F3:AA:F1:19:C3,3.0,3000,NEW,GOOD,0,True,-55,RSSI -55 | Battery 3.0V,2025-09-19T22:22:14.746001Z
EB:D5:2D:3D:BD:4A,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:14.748105Z
D7:4B:96:39:2B:75,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:14.753001Z
F7:3F:99:3A:C3:7A,2.9,2900,GOOD,GOOD,70.0,True,-70,RSSI -70 | Battery 2.9V,2025-09-19T22:22:14.762981Z
D6:E9:B5:FE:7D:D0,2.9,2900,GOOD,GOOD,70.0,True,-62,RSSI -62 | Battery 2.9V,2025-09-19T22:22:14.769967Z
D4:93:1E:E1:92:B9,3.0,3000,NEW,GOOD,0,True,-48,RSSI -48 | Battery 3.0V,2025-09-19T22:22:14.832034Z
F7:92:B3:77:B7:57,3.0,3000,NEW,GOOD,0,True,-60,RSSI -60 | Battery 3.0V,2025-09-19T22:22:14.833028Z
E5:07:16:2E:AA:91,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:14.853464Z
D5:D9:F9:9F:CF:FE,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.854458Z
C6:B7:AD:B1:84:68,3.0,3000,NEW,GOOD,0,True,-60,RSSI -60 | Battery 3.0V,2025-09-19T22:22:14.856449Z
F8:CF:01:52:CA:A0,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:14.861141Z
C8:F3:A8:54:A9:DD,2.9,2900,GOOD,GOOD,70.0,True,-50,RSSI -50 | Battery 2.9V,2025-09-19T22:22:14.869102Z
EC:C3:64:A2:87:B9,3.0,3000,NEW,GOOD,0,True,-65,RSSI -65 | Battery 3.0V,2025-09-19T22:22:14.870102Z
D1:12:38:45:B4:70,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:14.873129Z
F3:31:42:8A:75:9C,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:14.927408Z
E1:74:97:4E:32:01,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:14.929854Z
C9:A1:60:01:97:EB,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:14.934100Z
F6:4F:24:C4:40:2C,2.5,2500,DEAD,FAIL,0,False,-52,RSSI -52 | Battery 2.5V,2025-09-19T22:22:14.937080Z
EE:31:61:A0:3A:D8,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:14.947085Z
C1:E4:B3:64:7C:E5,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:14.954093Z
CD:03:F7:F5:D4:E5,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:15.027382Z
E5:55:5A:B5:E9:E7,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:15.031375Z
FC:22:C6:E5:A8:4F,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:15.037949Z
D0:95:E8:43:2C:48,2.9,2900,GOOD,GOOD,70.0,True,-64,RSSI -64 | Battery 2.9V,2025-09-19T22:22:15.039091Z
D6:7F:0E:FE:06:91,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:15.067284Z
E3:7F:B0:2D:A6:B3,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:15.069227Z
C1:3C:BA:F5:AC:25,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:15.148655Z
D4:8D:96:DC:7B:BF,2.9,2900,GOOD,GOOD,70.0,True,-50,RSSI -50 | Battery 2.9V,2025-09-19T22:22:15.225072Z
E5:0A:CC:36:79:72,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:15.227092Z
F6:8E:4A:0A:33:A4,3.0,3000,NEW,GOOD,0,True,-51,RSSI -51 | Battery 3.0V,2025-09-19T22:22:15.232412Z
D9:7F:3E:F2:21:1E,2.9,2900,GOOD,GOOD,70.0,True,-65,RSSI -65 | Battery 2.9V,2025-09-19T22:22:15.235469Z
E3:C0:64:22:2B:8B,2.9,2900,GOOD,GOOD,70.0,True,-48,RSSI -48 | Battery 2.9V,2025-09-19T22:22:15.237404Z
CF:5D:C0:E4:97:86,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:15.244402Z
D4:9B:C0:79:9D:FB,2.9,2900,GOOD,GOOD,70.0,True,-62,RSSI -62 | Battery 2.9V,2025-09-19T22:22:15.253325Z
D7:58:55:FB:A6:86,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:15.327871Z
F1:28:AB:4E:03:9A,2.9,2900,GOOD,GOOD,70.0,True,-57,RSSI -57 | Battery 2.9V,2025-09-19T22:22:15.335038Z
DC:EB:39:12:83:41,3.0,3000,NEW,GOOD,0,True,-58,RSSI -58 | Battery 3.0V,2025-09-19T22:22:15.361474Z
ED:99:E7:BD:C2:6C,3.0,3000,NEW,GOOD,0,True,-60,RSSI -60 | Battery 3.0V,2025-09-19T22:22:15.368475Z
FF:B4:7B:49:85:AC,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:15.424918Z
C4:39:2C:4B:94:70,2.9,2900,GOOD,GOOD,70.0,True,-49,RSSI -49 | Battery 2.9V,2025-09-19T22:22:15.427864Z
DA:27:85:A5:BD:6F,3.0,3000,NEW,GOOD,0,True,-47,RSSI -47 | Battery 3.0V,2025-09-19T22:22:15.429247Z
CF:34:D7:B9:2E:3C,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:15.433433Z
FC:AF:99:95:D0:2C,2.9,2900,GOOD,GOOD,70.0,True,-55,RSSI -55 | Battery 2.9V,2025-09-19T22:22:15.434427Z
CD:63:EC:A5:32:38,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:15.442510Z
DB:FE:10:B9:5D:C6,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:15.445510Z
DB:C4:9D:7A:50:5B,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:15.459061Z
E7:C2:1A:28:EF:5A,2.9,2900,GOOD,GOOD,70.0,True,-58,RSSI -58 | Battery 2.9V,2025-09-19T22:22:15.461129Z
FF:CF:BC:D7:FE:EE,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:15.469142Z
C2:31:A1:78:82:5E,2.9,2900,GOOD,GOOD,70.0,True,-51,RSSI -51 | Battery 2.9V,2025-09-19T22:22:15.529385Z
F8:9B:E9:B0:01:CE,2.9,2900,GOOD,GOOD,70.0,True,-53,RSSI -53 | Battery 2.9V,2025-09-19T22:22:15.549956Z
CA:FE:4E:8D:E3:2B,2.9,2900,GOOD,GOOD,70.0,True,-56,RSSI -56 | Battery 2.9V,2025-09-19T22:22:15.551168Z
EC:13:3D:B7:13:61,2.9,2900,GOOD,GOOD,70.0,True,-59,RSSI -59 | Battery 2.9V,2025-09-19T22:22:15.561179Z
C1:75:DE:C8:9B:6F,2.9,2900,GOOD,GOOD,70.0,True,-54,RSSI -54 | Battery 2.9V,2025-09-19T22:22:15.563174Z
FA:7F:5A:C6:60:91,2.9,2900,GOOD,GOOD,70.0,True,-52,RSSI -52 | Battery 2.9V,2025-09-19T22:22:15.626123Z
F5:BF:BA:C4:6D:B2,2.9,2900,GOOD,GOOD,70.0,True,-47,RSSI -47 | Battery 2.9V,2025-09-19T22:22:15.631416Z
